pair_id,optical_path,sar_path,land_cover_label,split
334,data/processed/optical\opt_0334.npy,data/processed/sar\sar_0334.npy,forest,train
335,data/processed/optical\opt_0335.npy,data/processed/sar\sar_0335.npy,forest,train
336,data/processed/optical\opt_0336.npy,data/processed/sar\sar_0336.npy,barren,train
337,data/processed/optical\opt_0337.npy,data/processed/sar\sar_0337.npy,barren,train
338,data/processed/optical\opt_0338.npy,data/processed/sar\sar_0338.npy,barren,train
339,data/processed/optical\opt_0339.npy,data/processed/sar\sar_0339.npy,forest,train
340,data/processed/optical\opt_0340.npy,data/processed/sar\sar_0340.npy,barren,train
341,data/processed/optical\opt_0341.npy,data/processed/sar\sar_0341.npy,agriculture,train
342,data/processed/optical\opt_0342.npy,data/processed/sar\sar_0342.npy,forest,train
343,data/processed/optical\opt_0343.npy,data/processed/sar\sar_0343.npy,barren,train
344,data/processed/optical\opt_0344.npy,data/processed/sar\sar_0344.npy,agriculture,train
345,data/processed/optical\opt_0345.npy,data/processed/sar\sar_0345.npy,barren,train
346,data/processed/optical\opt_0346.npy,data/processed/sar\sar_0346.npy,forest,train
347,data/processed/optical\opt_0347.npy,data/processed/sar\sar_0347.npy,agriculture,train
348,data/processed/optical\opt_0348.npy,data/processed/sar\sar_0348.npy,agriculture,train
349,data/processed/optical\opt_0349.npy,data/processed/sar\sar_0349.npy,barren,train
350,data/processed/optical\opt_0350.npy,data/processed/sar\sar_0350.npy,forest,train
351,data/processed/optical\opt_0351.npy,data/processed/sar\sar_0351.npy,forest,train
352,data/processed/optical\opt_0352.npy,data/processed/sar\sar_0352.npy,barren,train
353,data/processed/optical\opt_0353.npy,data/processed/sar\sar_0353.npy,agriculture,train
354,data/processed/optical\opt_0354.npy,data/processed/sar\sar_0354.npy,agriculture,train
355,data/processed/optical\opt_0355.npy,data/processed/sar\sar_0355.npy,barren,train
356,data/processed/optical\opt_0356.npy,data/processed/sar\sar_0356.npy,agriculture,train
357,data/processed/optical\opt_0357.npy,data/processed/sar\sar_0357.npy,barren,train
358,data/processed/optical\opt_0358.npy,data/processed/sar\sar_0358.npy,forest,train
359,data/processed/optical\opt_0359.npy,data/processed/sar\sar_0359.npy,barren,train
360,data/processed/optical\opt_0360.npy,data/processed/sar\sar_0360.npy,agriculture,train
361,data/processed/optical\opt_0361.npy,data/processed/sar\sar_0361.npy,barren,train
362,data/processed/optical\opt_0362.npy,data/processed/sar\sar_0362.npy,barren,train
363,data/processed/optical\opt_0363.npy,data/processed/sar\sar_0363.npy,agriculture,train
364,data/processed/optical\opt_0364.npy,data/processed/sar\sar_0364.npy,barren,train
365,data/processed/optical\opt_0365.npy,data/processed/sar\sar_0365.npy,barren,train
366,data/processed/optical\opt_0366.npy,data/processed/sar\sar_0366.npy,agriculture,train
367,data/processed/optical\opt_0367.npy,data/processed/sar\sar_0367.npy,barren,train
368,data/processed/optical\opt_0368.npy,data/processed/sar\sar_0368.npy,forest,train
369,data/processed/optical\opt_0369.npy,data/processed/sar\sar_0369.npy,forest,train
370,data/processed/optical\opt_0370.npy,data/processed/sar\sar_0370.npy,forest,train
371,data/processed/optical\opt_0371.npy,data/processed/sar\sar_0371.npy,forest,train
372,data/processed/optical\opt_0372.npy,data/processed/sar\sar_0372.npy,barren,train
373,data/processed/optical\opt_0373.npy,data/processed/sar\sar_0373.npy,agriculture,train
374,data/processed/optical\opt_0374.npy,data/processed/sar\sar_0374.npy,forest,train
375,data/processed/optical\opt_0375.npy,data/processed/sar\sar_0375.npy,forest,train
376,data/processed/optical\opt_0376.npy,data/processed/sar\sar_0376.npy,barren,train
377,data/processed/optical\opt_0377.npy,data/processed/sar\sar_0377.npy,forest,train
378,data/processed/optical\opt_0378.npy,data/processed/sar\sar_0378.npy,agriculture,train
379,data/processed/optical\opt_0379.npy,data/processed/sar\sar_0379.npy,agriculture,train
380,data/processed/optical\opt_0380.npy,data/processed/sar\sar_0380.npy,barren,train
381,data/processed/optical\opt_0381.npy,data/processed/sar\sar_0381.npy,barren,train
382,data/processed/optical\opt_0382.npy,data/processed/sar\sar_0382.npy,barren,train
383,data/processed/optical\opt_0383.npy,data/processed/sar\sar_0383.npy,barren,train
384,data/processed/optical\opt_0384.npy,data/processed/sar\sar_0384.npy,forest,train
385,data/processed/optical\opt_0385.npy,data/processed/sar\sar_0385.npy,agriculture,train
386,data/processed/optical\opt_0386.npy,data/processed/sar\sar_0386.npy,agriculture,train
387,data/processed/optical\opt_0387.npy,data/processed/sar\sar_0387.npy,agriculture,train
388,data/processed/optical\opt_0388.npy,data/processed/sar\sar_0388.npy,agriculture,train
389,data/processed/optical\opt_0389.npy,data/processed/sar\sar_0389.npy,barren,train
390,data/processed/optical\opt_0390.npy,data/processed/sar\sar_0390.npy,forest,train
391,data/processed/optical\opt_0391.npy,data/processed/sar\sar_0391.npy,agriculture,train
392,data/processed/optical\opt_0392.npy,data/processed/sar\sar_0392.npy,barren,train
393,data/processed/optical\opt_0393.npy,data/processed/sar\sar_0393.npy,forest,train
394,data/processed/optical\opt_0394.npy,data/processed/sar\sar_0394.npy,forest,train
395,data/processed/optical\opt_0395.npy,data/processed/sar\sar_0395.npy,forest,train
396,data/processed/optical\opt_0396.npy,data/processed/sar\sar_0396.npy,barren,train
397,data/processed/optical\opt_0397.npy,data/processed/sar\sar_0397.npy,agriculture,train
398,data/processed/optical\opt_0398.npy,data/processed/sar\sar_0398.npy,agriculture,train
399,data/processed/optical\opt_0399.npy,data/processed/sar\sar_0399.npy,forest,train
400,data/processed/optical\opt_0400.npy,data/processed/sar\sar_0400.npy,forest,val
401,data/processed/optical\opt_0401.npy,data/processed/sar\sar_0401.npy,agriculture,val
402,data/processed/optical\opt_0402.npy,data/processed/sar\sar_0402.npy,forest,val
403,data/processed/optical\opt_0403.npy,data/processed/sar\sar_0403.npy,barren,val
404,data/processed/optical\opt_0404.npy,data/processed/sar\sar_0404.npy,barren,val
405,data/processed/optical\opt_0405.npy,data/processed/sar\sar_0405.npy,forest,val
406,data/processed/optical\opt_0406.npy,data/processed/sar\sar_0406.npy,forest,val
407,data/processed/optical\opt_0407.npy,data/processed/sar\sar_0407.npy,agriculture,val
408,data/processed/optical\opt_0408.npy,data/processed/sar\sar_0408.npy,forest,val
409,data/processed/optical\opt_0409.npy,data/processed/sar\sar_0409.npy,barren,val
410,data/processed/optical\opt_0410.npy,data/processed/sar\sar_0410.npy,agriculture,val
411,data/processed/optical\opt_0411.npy,data/processed/sar\sar_0411.npy,forest,val
412,data/processed/optical\opt_0412.npy,data/processed/sar\sar_0412.npy,forest,val
413,data/processed/optical\opt_0413.npy,data/processed/sar\sar_0413.npy,forest,val
414,data/processed/optical\opt_0414.npy,data/processed/sar\sar_0414.npy,forest,val
415,data/processed/optical\opt_0415.npy,data/processed/sar\sar_0415.npy,barren,val
416,data/processed/optical\opt_0416.npy,data/processed/sar\sar_0416.npy,agriculture,val
417,data/processed/optical\opt_0417.npy,data/processed/sar\sar_0417.npy,forest,val
418,data/processed/optical\opt_0418.npy,data/processed/sar\sar_0418.npy,forest,val
419,data/processed/optical\opt_0419.npy,data/processed/sar\sar_0419.npy,agriculture,val
420,data/processed/optical\opt_0420.npy,data/processed/sar\sar_0420.npy,forest,val
421,data/processed/optical\opt_0421.npy,data/processed/sar\sar_0421.npy,barren,val
422,data/processed/optical\opt_0422.npy,data/processed/sar\sar_0422.npy,forest,val
423,data/processed/optical\opt_0423.npy,data/processed/sar\sar_0423.npy,agriculture,val
424,data/processed/optical\opt_0424.npy,data/processed/sar\sar_0424.npy,forest,val
425,data/processed/optical\opt_0425.npy,data/processed/sar\sar_0425.npy,barren,val
426,data/processed/optical\opt_0426.npy,data/processed/sar\sar_0426.npy,forest,val
427,data/processed/optical\opt_0427.npy,data/processed/sar\sar_0427.npy,forest,val
428,data/processed/optical\opt_0428.npy,data/processed/sar\sar_0428.npy,forest,val
429,data/processed/optical\opt_0429.npy,data/processed/sar\sar_0429.npy,barren,val
430,data/processed/optical\opt_0430.npy,data/processed/sar\sar_0430.npy,barren,val
431,data/processed/optical\opt_0431.npy,data/processed/sar\sar_0431.npy,barren,val
432,data/processed/optical\opt_0432.npy,data/processed/sar\sar_0432.npy,barren,val
433,data/processed/optical\opt_0433.npy,data/processed/sar\sar_0433.npy,forest,val
434,data/processed/optical\opt_0434.npy,data/processed/sar\sar_0434.npy,barren,val
435,data/processed/optical\opt_0435.npy,data/processed/sar\sar_0435.npy,forest,val
436,data/processed/optical\opt_0436.npy,data/processed/sar\sar_0436.npy,barren,val
437,data/processed/optical\opt_0437.npy,data/processed/sar\sar_0437.npy,forest,val
438,data/processed/optical\opt_0438.npy,data/processed/sar\sar_0438.npy,forest,val
439,data/processed/optical\opt_0439.npy,data/processed/sar\sar_0439.npy,forest,val
440,data/processed/optical\opt_0440.npy,data/processed/sar\sar_0440.npy,barren,val
441,data/processed/optical\opt_0441.npy,data/processed/sar\sar_0441.npy,barren,val
442,data/processed/optical\opt_0442.npy,data/processed/sar\sar_0442.npy,barren,val
443,data/processed/optical\opt_0443.npy,data/processed/sar\sar_0443.npy,forest,val
444,data/processed/optical\opt_0444.npy,data/processed/sar\sar_0444.npy,forest,val
445,data/processed/optical\opt_0445.npy,data/processed/sar\sar_0445.npy,forest,val
446,data/processed/optical\opt_0446.npy,data/processed/sar\sar_0446.npy,barren,val
447,data/processed/optical\opt_0447.npy,data/processed/sar\sar_0447.npy,forest,val
448,data/processed/optical\opt_0448.npy,data/processed/sar\sar_0448.npy,barren,val
449,data/processed/optical\opt_0449.npy,data/processed/sar\sar_0449.npy,forest,val
450,data/processed/optical\opt_0450.npy,data/processed/sar\sar_0450.npy,forest,test
451,data/processed/optical\opt_0451.npy,data/processed/sar\sar_0451.npy,barren,test
452,data/processed/optical\opt_0452.npy,data/processed/sar\sar_0452.npy,barren,test
453,data/processed/optical\opt_0453.npy,data/processed/sar\sar_0453.npy,barren,test
454,data/processed/optical\opt_0454.npy,data/processed/sar\sar_0454.npy,barren,test
455,data/processed/optical\opt_0455.npy,data/processed/sar\sar_0455.npy,forest,test
456,data/processed/optical\opt_0456.npy,data/processed/sar\sar_0456.npy,agriculture,test
457,data/processed/optical\opt_0457.npy,data/processed/sar\sar_0457.npy,barren,test
458,data/processed/optical\opt_0458.npy,data/processed/sar\sar_0458.npy,agriculture,test
459,data/processed/optical\opt_0459.npy,data/processed/sar\sar_0459.npy,agriculture,test
460,data/processed/optical\opt_0460.npy,data/processed/sar\sar_0460.npy,agriculture,test
461,data/processed/optical\opt_0461.npy,data/processed/sar\sar_0461.npy,barren,test
462,data/processed/optical\opt_0462.npy,data/processed/sar\sar_0462.npy,barren,test
463,data/processed/optical\opt_0463.npy,data/processed/sar\sar_0463.npy,barren,test
464,data/processed/optical\opt_0464.npy,data/processed/sar\sar_0464.npy,barren,test
465,data/processed/optical\opt_0465.npy,data/processed/sar\sar_0465.npy,barren,test
466,data/processed/optical\opt_0466.npy,data/processed/sar\sar_0466.npy,agriculture,test
467,data/processed/optical\opt_0467.npy,data/processed/sar\sar_0467.npy,agriculture,test
468,data/processed/optical\opt_0468.npy,data/processed/sar\sar_0468.npy,barren,test
469,data/processed/optical\opt_0469.npy,data/processed/sar\sar_0469.npy,forest,test
470,data/processed/optical\opt_0470.npy,data/processed/sar\sar_0470.npy,forest,test
471,data/processed/optical\opt_0471.npy,data/processed/sar\sar_0471.npy,barren,test
472,data/processed/optical\opt_0472.npy,data/processed/sar\sar_0472.npy,barren,test
473,data/processed/optical\opt_0473.npy,data/processed/sar\sar_0473.npy,barren,test
474,data/processed/optical\opt_0474.npy,data/processed/sar\sar_0474.npy,agriculture,test
475,data/processed/optical\opt_0475.npy,data/processed/sar\sar_0475.npy,barren,test
476,data/processed/optical\opt_0476.npy,data/processed/sar\sar_0476.npy,barren,test
477,data/processed/optical\opt_0477.npy,data/processed/sar\sar_0477.npy,forest,test
478,data/processed/optical\opt_0478.npy,data/processed/sar\sar_0478.npy,forest,test
479,data/processed/optical\opt_0479.npy,data/processed/sar\sar_0479.npy,forest,test
480,data/processed/optical\opt_0480.npy,data/processed/sar\sar_0480.npy,forest,test
481,data/processed/optical\opt_0481.npy,data/processed/sar\sar_0481.npy,barren,test
482,data/processed/optical\opt_0482.npy,data/processed/sar\sar_0482.npy,agriculture,test
483,data/processed/optical\opt_0483.npy,data/processed/sar\sar_0483.npy,forest,test
484,data/processed/optical\opt_0484.npy,data/processed/sar\sar_0484.npy,barren,test
485,data/processed/optical\opt_0485.npy,data/processed/sar\sar_0485.npy,forest,test
486,data/processed/optical\opt_0486.npy,data/processed/sar\sar_0486.npy,agriculture,test
487,data/processed/optical\opt_0487.npy,data/processed/sar\sar_0487.npy,forest,test
488,data/processed/optical\opt_0488.npy,data/processed/sar\sar_0488.npy,agriculture,test
489,data/processed/optical\opt_0489.npy,data/processed/sar\sar_0489.npy,agriculture,test
490,data/processed/optical\opt_0490.npy,data/processed/sar\sar_0490.npy,barren,test
491,data/processed/optical\opt_0491.npy,data/processed/sar\sar_0491.npy,forest,test
492,data/processed/optical\opt_0492.npy,data/processed/sar\sar_0492.npy,barren,test
493,data/processed/optical\opt_0493.npy,data/processed/sar\sar_0493.npy,barren,test
494,data/processed/optical\opt_0494.npy,data/processed/sar\sar_0494.npy,forest,test
495,data/processed/optical\opt_0495.npy,data/processed/sar\sar_0495.npy,agriculture,test
496,data/processed/optical\opt_0496.npy,data/processed/sar\sar_0496.npy,agriculture,test
497,data/processed/optical\opt_0497.npy,data/processed/sar\sar_0497.npy,barren,test
498,data/processed/optical\opt_0498.npy,data/processed/sar\sar_0498.npy,forest,test
499,data/processed/optical\opt_0499.npy,data/processed/sar\sar_0499.npy,agriculture,test
